title;link;date;author_link;author
Поздравление главы Чаинского района с Праздником весны и труда;https://www.chainsk.tom.ru/news/admrna/1142_pozdravlenie_glavy_chainskogo_rajona_s_prazdnikom_vesny_i_truda;30 апреля 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем местного самоуправления;https://www.chainsk.tom.ru/news/admrna/1138_pozdravlenie_glavy_chainskogo_rajona_s_dnem_mestnogo_samoupravlenija;19 апреля 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Искусственное осеменение коров в личных подсобных хозяйствах граждан;https://www.chainsk.tom.ru/news/admrna/1137_iskusstvennoe_osemenenie_korov_v_lichnykh_podsobnykh_khozjajstvakh_grazhdan;17 апреля 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Торжественная церемония вручения премии «Человек года 2018»;https://www.chainsk.tom.ru/news/admrna/1136_torzhestvennaja_ceremonija_vruchenija_premii_chelovek_goda_2018;16 апреля 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Весенний паводок! Будьте внимательны!;https://www.chainsk.tom.ru/news/admrna/1135_vesennij_pavodok_budte_vnimatelny;10 апреля 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работника культуры!;https://www.chainsk.tom.ru/news/admrna/1080_pozdravlenie_s_dnem_rabotnika_kultury;22 марта 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работников бытового обслуживания населения и ЖКХ;https://www.chainsk.tom.ru/news/admrna/1079_pozdravlenie_s_dnem_rabotnikov_bytovogo_obsluzhivanija_naselenija_i_zhkkh;15 марта 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Администрация Чаинского района информирует;https://www.chainsk.tom.ru/news/admrna/1078_administracija_chainskogo_rajona_informiruet;13 марта 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Международным женским днем 8 марта!;https://www.chainsk.tom.ru/news/admrna/1077_pozdravlenie_s_mezhdunarodnym_zhenskim_dnem_8_marta;07 марта 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днём защитника Отечества;https://www.chainsk.tom.ru/news/admrna/1075_pozdravlenie_s_dnjom_zashhitnika_otechestva;22 февраля 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с 30-летием вывода войск из Афганистана;https://www.chainsk.tom.ru/news/admrna/1074_pozdravlenie_s_30letiem_vyvoda_vojsk_iz_afganistana;15 февраля 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Выдача справок о наличии (отсутствии) судимости;https://www.chainsk.tom.ru/news/admrna/1069_vydacha_spravok_o_nalichii_otsutstvii_sudimosti;18 января 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Горячая линия по вопросам реализация реформы твердых коммунальных отходов;https://www.chainsk.tom.ru/news/admrna/1067_gorjachaja_linija_po_voprosam_realizacija_reformy_tverdykh_kommunalnykh_otkhodov;17 января 2019;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Новым 2019 годом;https://www.chainsk.tom.ru/news/admrna/1049_pozdravlenie_glavy_chainskogo_rajona_s_novym_2019_godom;29 декабря 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем энергетика;https://www.chainsk.tom.ru/news/admrna/1035_pozdravlenie_s_dnem_energetika;21 декабря 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Торжественное вручение паспортов юным чаинцам;https://www.chainsk.tom.ru/news/admrna/1032_torzhestvennoe_vruchenie_pasportov_junym_chaincam;12 декабря 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Cеминар «Вопросы применения ККТ малым и микробизнесом в 2018 и 2019 годах»;https://www.chainsk.tom.ru/news/admrna/1033_ceminar_voprosy_primenenija_kkt_malym_i_mikrobiznesom_v_2018_i_2019_godakh;12 декабря 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с днем Конституции;https://www.chainsk.tom.ru/news/admrna/1030_pozdravlenie_s_dnem_konstitucii;11 декабря 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Проект «Великие имена России»;https://www.chainsk.tom.ru/news/admrna/1029_proekt_velikie_imena_rossii;29 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Выдача справок о наличии (отсутствии) судимости;https://www.chainsk.tom.ru/news/admrna/1022_vydacha_spravok_o_nalichii_otsutstvii_sudimosti;29 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Информация о проведении общероссийского дня приема граждан 12 декабря 2018 года;https://www.chainsk.tom.ru/news/admrna/1021_informacija_o_provedenii_obshherossijskogo_dnja_priema_grazhdan_12_dekabrja_2018_goda;29 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем матери;https://www.chainsk.tom.ru/news/admrna/1020_pozdravlenie_s_dnem_materi;23 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Чаинского Дома детского творчества (Дома пионеров) с юбилеем;https://www.chainsk.tom.ru/news/admrna/1019_pozdravlenie_s_chainskogo_doma_detskogo_tvorchestva_doma_pionerov_s_jubileem;22 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работников сельского хозяйства;https://www.chainsk.tom.ru/news/admrna/1018_pozdravlenie_s_dnem_rabotnikov_selskogo_khozjajstva;15 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Первый тестовый блок дистанционного этапа Конкурса «Лидеры России» завершен;https://www.chainsk.tom.ru/news/admrna/1016_pervyj_testovyj_blok_distancionnogo_etapa_konkursa_lidery_rossii_zavershen;08 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем сотрудников МВД РФ;https://www.chainsk.tom.ru/news/admrna/1015_pozdravlenie_s_dnem_sotrudnikov_mvd_rf;08 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Еще один победитель Конкурса «Лидеры России» стал заместителем Министра;https://www.chainsk.tom.ru/news/admrna/1014_eshhe_odin_pobeditel_konkursa_lidery_rossii_stal_zamestitelem_ministra;06 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Тысячи уникальных вопросов для участников;https://www.chainsk.tom.ru/news/admrna/1011_tysjachi_unikalnykh_voprosov_dlja_uchastnikov;06 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Стартовала ежегодная благотворительной акция «Милосердие в Рождество 2018»;https://www.chainsk.tom.ru/news/admrna/1008_startovala_ezhegodnaja_blagotvoritelnoj_akcija_miloserdie_v_rozhdestvo_2018;02 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем народного единства;https://www.chainsk.tom.ru/news/admrna/1007_pozdravlenie_s_dnem_narodnogo_edinstva;02 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Победитель проекта 2017-2018 гг. Дмитрий Огуряев о тестах способностей;https://www.chainsk.tom.ru/news/admrna/1012_pobeditel_proekta_20172018_gg_dmitrij_ogurjaev_o_testakh_sposobnostej;01 ноября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Дистанционное тестирование: сроки прохождения тестов;https://www.chainsk.tom.ru/news/admrna/1013_distancionnoe_testirovanie_sroki_prokhozhdenija_testov;31 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Дистанционный этап стартует 4 ноября;https://www.chainsk.tom.ru/news/admrna/1006_distancionnyj_etap_startuet_4_nojabrja;31 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
На Конкурсе «Лидеры России» начинается дистанционное тестирование;https://www.chainsk.tom.ru/news/admrna/1005_na_konkurse_lidery_rossii_nachinaetsja_distancionnoe_testirovanie;30 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Конкурс «Лидеры России»;https://www.chainsk.tom.ru/news/admrna/993_konkurs_lidery_rossii;29 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Расширенное заседание комиссии по делам несовершеннолетних и защите их прав;https://www.chainsk.tom.ru/news/admrna/1010_rasshirennoe_zasedanie_komissii_po_delam_nesovershennoletnikh_i_zashhite_ikh_prav;29 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем рождения комсомола;https://www.chainsk.tom.ru/news/admrna/991_pozdravlenie_glavy_chainskogo_rajona_s_dnem_rozhdenija_komsomola;26 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем автомобилиста;https://www.chainsk.tom.ru/news/admrna/990_pozdravlenie_glavy_chainskogo_rajona_s_dnem_avtomobilista;26 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Завершилась регистрация на Конкурс «Лидеры России» 2018-2019 гг.;https://www.chainsk.tom.ru/news/admrna/992_zavershilas_registracija_na_konkurs_lidery_rossii_20182019_gg;26 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем дорожника;https://www.chainsk.tom.ru/news/admrna/989_pozdravlenie_glavy_chainskogo_rajona_s_dnem_dorozhnika;19 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем учителя;https://www.chainsk.tom.ru/news/admrna/988_pozdravlenie_glavy_chainskogo_rajona_s_dnem_uchitelja;04 октября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем старшего поколения;https://www.chainsk.tom.ru/news/admrna/981_pozdravlenie_glavy_chainskogo_rajona_s_dnem_starshego_pokolenija;28 сентября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Вводится в эксплуатацию ФГИС «ЕГР ЗАГС»;https://www.chainsk.tom.ru/news/admrna/959_vvoditsja_v_ekspluataciju_fgis_egr_zags;22 сентября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работников леса!;https://www.chainsk.tom.ru/news/admrna/958_pozdravlenie_s_dnem_rabotnikov_lesa;14 сентября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Выдача справок о наличии (отсутствии) судимости;https://www.chainsk.tom.ru/news/admrna/960_vydacha_spravok_o_nalichii_otsutstvii_sudimosti;10 сентября 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем знаний!;https://www.chainsk.tom.ru/news/admrna/947_pozdravlenie_glavy_chainskogo_rajona_s_dnem_znanij;31 августа 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Районное августовское совещание;https://www.chainsk.tom.ru/news/admrna/948_rajonnoe_avgustovskoe_soveshhanie;31 августа 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем Государственного флага РФ;https://www.chainsk.tom.ru/news/admrna/946_pozdravlenie_glavy_chainskogo_rajona_s_dnem_gosudarstvennogo_flaga_rf;21 августа 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем физкультурника;https://www.chainsk.tom.ru/news/admrna/940_pozdravlenie_s_dnem_fizkulturnika;10 августа 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Всероссийским днем семьи, любви и верности!;https://www.chainsk.tom.ru/news/admrna/931_pozdravlenie_s_vserossijskim_dnem_semi_ljubvi_i_vernosti;06 июля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем ГИБДД;https://www.chainsk.tom.ru/news/admrna/929_pozdravlenie_s_dnem_gibdd;03 июля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем молодежи;https://www.chainsk.tom.ru/news/admrna/928_pozdravlenie_s_dnem_molodezhi;29 июня 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Внесены изменения в федеральный закон от 18.06.2001 №79 «О землеустройстве»;https://www.chainsk.tom.ru/news/admrna/923_vneseny_izmenenija_v_federalnyj_zakon_ot_18062001_79_o_zemleustrojstve;21 июня 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Школа электронных услуг»;https://www.chainsk.tom.ru/news/admrna/922_shkola_elektronnykh_uslug;20 июня 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем медицинского работника;https://www.chainsk.tom.ru/news/admrna/916_pozdravlenie_s_dnem_medicinskogo_rabotnika;15 июня 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Электронная подпись: атрибут современности;https://www.chainsk.tom.ru/news/admrna/927_elektronnaja_podpis_atribut_sovremennosti;13 июня 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем России;https://www.chainsk.tom.ru/news/admrna/915_pozdravlenie_s_dnem_rossii;10 июня 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем социального работника;https://www.chainsk.tom.ru/news/admrna/914_pozdravlenie_s_dnem_socialnogo_rabotnika;07 июня 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Международным днем защиты детей;https://www.chainsk.tom.ru/news/admrna/912_pozdravlenie_s_mezhdunarodnym_dnem_zashhity_detej;31 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Фонд региональных социальных программ «Наше будущее» оказывает поддержку;https://www.chainsk.tom.ru/news/admrna/911_fond_regionalnykh_socialnykh_programm_nashe_budushhee_okazyvaet_podderzhku;28 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем российского предпринимательства!;https://www.chainsk.tom.ru/news/admrna/909_pozdravlenie_glavy_chainskogo_rajona_s_dnem_rossijskogo_predprinimatelstva;25 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Всероссийская акция «На работу на велосипеде»;https://www.chainsk.tom.ru/news/admrna/895_vserossijskaja_akcija_na_rabotu_na_velosipede;18 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Получение справок о наличии (отсутствии) судимости;https://www.chainsk.tom.ru/news/admrna/908_poluchenie_spravok_o_nalichii_otsutstvii_sudimosti;17 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Под мирным небом;https://www.chainsk.tom.ru/news/admrna/889_pod_mirnym_nebom;11 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Всероссийская акция «На работу на велосипеде»;https://www.chainsk.tom.ru/news/admrna/894_vserossijskaja_akcija_na_rabotu_na_velosipede;11 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление ветеранов с Великим праздником;https://www.chainsk.tom.ru/news/admrna/888_pozdravlenie_veteranov_s_velikim_prazdnikom;08 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с 9 Мая!;https://www.chainsk.tom.ru/news/admrna/884_pozdravlenie_s_9_maja;08 мая 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Мероприятия по недопущению пожаров;https://www.chainsk.tom.ru/news/admrna/881_meroprijatija_po_nedopushheniju_pozharov;28 апреля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с праздником Весны и Труда – 1 Мая;https://www.chainsk.tom.ru/news/admrna/880_pozdravlenie_s_prazdnikom_vesny_i_truda_1_maja;28 апреля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем пожарной охраны;https://www.chainsk.tom.ru/news/admrna/879_pozdravlenie_s_dnem_pozharnoj_okhrany;27 апреля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с  Днем местного самоуправления;https://www.chainsk.tom.ru/news/admrna/867_pozdravlenie_s_dnem_mestnogo_samoupravlenija;20 апреля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Государственные услуги, предоставляемые органами ЗАГС;https://www.chainsk.tom.ru/news/admrna/865_gosudarstvennye_uslugi_predostavljaemye_organami_zags;06 апреля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Эпизоотическая ситуация с африканской чумой свиней в России остается напряженной;https://www.chainsk.tom.ru/news/admrna/854_epizooticheskaja_situacija_s_afrikanskoj_chumoj_svinej_v_rossii_ostaetsja_naprjazhennoj;05 апреля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Искусственное осеменение коров в личных подсобных хозяйствах граждан;https://www.chainsk.tom.ru/news/admrna/866_iskusstvennoe_osemenenie_korov_v_lichnykh_podsobnykh_khozjajstvakh_grazhdan;02 апреля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работника культуры!;https://www.chainsk.tom.ru/news/admrna/841_pozdravlenie_s_dnem_rabotnika_kultury;23 марта 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работников бытового обслуживания населения и ЖКХ;https://www.chainsk.tom.ru/news/admrna/839_pozdravlenie_s_dnem_rabotnikov_bytovogo_obsluzhivanija_naselenija_i_zhkkh;16 марта 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Прямые линии» с руководством ОМВД по Чаинскому району;https://www.chainsk.tom.ru/news/admrna/838_prjamye_linii_s_rukovodstvom_omvd_po_chainskomu_rajonu;14 марта 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Наш гражданский долг;https://www.chainsk.tom.ru/news/admrna/833_nash_grazhdanskij_dolg;13 марта 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Международным женским днем 8 марта!;https://www.chainsk.tom.ru/news/admrna/831_pozdravlenie_s_mezhdunarodnym_zhenskim_dnem_8_marta;07 марта 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днём защитника Отечества;https://www.chainsk.tom.ru/news/admrna/823_pozdravlenie_s_dnjom_zashhitnika_otechestva;22 февраля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Объявлен конкурс, на тему «Твори закон на благо общества»;https://www.chainsk.tom.ru/news/admrna/822_objavlen_konkurs_na_temu_tvori_zakon_na_blago_obshhestva;14 февраля 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Извещение о проведении общественного обсуждения;https://www.chainsk.tom.ru/news/admrna/817_izveshhenie_o_provedenii_obshhestvennogo_obsuzhdenija;25 января 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работника прокуратуры РФ;https://www.chainsk.tom.ru/news/admrna/808_pozdravlenie_s_dnem_rabotnika_prokuratury_rf;11 января 2018;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Новым 2018 годом;https://www.chainsk.tom.ru/news/admrna/795_pozdravlenie_glavy_chainskogo_rajona_s_novym_2018_godom;28 декабря 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем энергетика;https://www.chainsk.tom.ru/news/admrna/794_pozdravlenie_glavy_chainskogo_rajona_s_dnem_energetika;21 декабря 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем работников ЗАГСа;https://www.chainsk.tom.ru/news/admrna/792_pozdravlenie_glavy_chainskogo_rajona_s_dnem_rabotnikov_zagsa;15 декабря 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем Конституции РФ;https://www.chainsk.tom.ru/news/admrna/787_pozdravlenie_glavy_chainskogo_rajona_s_dnem_konstitucii_rf;11 декабря 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Информация о проведении общероссийского дня приема граждан 12 декабря 2017 года;https://www.chainsk.tom.ru/news/admrna/783_informacija_o_provedenii_obshherossijskogo_dnja_priema_grazhdan_12_dekabrja_2017_goda;04 декабря 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Благотворительная Акция «Милосердие в Рождество»;https://www.chainsk.tom.ru/news/admrna/778_blagotvoritelnaja_akcija_miloserdie_v_rozhdestvo;27 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем матери;https://www.chainsk.tom.ru/news/admrna/773_pozdravlenie_glavy_chainskogo_rajona_s_dnem_materi;24 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Выбор сделан;https://www.chainsk.tom.ru/news/admrna/771_vybor_sdelan;24 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Лучший сельский библиотекарь;https://www.chainsk.tom.ru/news/admrna/772_luchshij_selskij_bibliotekar;24 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Сто лучших школ России»: в победителях - чаинцы!;https://www.chainsk.tom.ru/news/admrna/769_sto_luchshikh_shkol_rossii_v_pobediteljakh_chaincy;17 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем участкового;https://www.chainsk.tom.ru/news/admrna/767_pozdravlenie_glavy_chainskogo_rajona_s_dnem_uchastkovogo;16 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с 40-летием со дня основания Чаинской ДЮСШ;https://www.chainsk.tom.ru/news/admrna/766_pozdravlenie_glavy_chainskogo_rajona_s_40letiem_so_dnja_osnovanija_chainskoj_djussh;15 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Прямая линия» Уполномоченного по правам ребенка в Томской области;https://www.chainsk.tom.ru/news/admrna/765_prjamaja_linija_upolnomochennogo_po_pravam_rebenka_v_tomskoj_oblasti;13 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
«Ярмарка выходного дня»;https://www.chainsk.tom.ru/news/admrna/762_jarmarka_vykhodnogo_dnja;09 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Кандидаты названы;https://www.chainsk.tom.ru/news/admrna/761_kandidaty_nazvany;09 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
День работника сельского хозяйства и перерабатывающей промышленности;https://www.chainsk.tom.ru/news/admrna/759_den_rabotnika_selskogo_khozjajstva_i_pererabatyvajushhej_promyshlennosti;04 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Детям на радость;https://www.chainsk.tom.ru/news/admrna/756_detjam_na_radost;03 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем народного единства;https://www.chainsk.tom.ru/news/admrna/755_pozdravlenie_glavy_chainskogo_rajona_s_dnem_narodnogo_edinstva;02 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем работников сельского хозяйства;https://www.chainsk.tom.ru/news/admrna/753_pozdravlenie_glavy_chainskogo_rajona_s_dnem_rabotnikov_selskogo_khozjajstva;01 ноября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Цветы к Камню Скорби;https://www.chainsk.tom.ru/news/admrna/751_cvety_k_kamnju_skorbi;31 октября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление с Днем работников автомобильного транспорта;https://www.chainsk.tom.ru/news/admrna/750_pozdravlenie_s_dnem_rabotnikov_avtomobilnogo_transporta;27 октября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем автомобилиста;https://www.chainsk.tom.ru/news/admrna/749_pozdravlenie_glavy_chainskogo_rajona_s_dnem_avtomobilista;27 октября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем дорожника;https://www.chainsk.tom.ru/news/admrna/747_pozdravlenie_glavy_chainskogo_rajona_s_dnem_dorozhnika;13 октября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
День народного единства. Справка;https://www.chainsk.tom.ru/news/admrna/741_den_narodnogo_edinstva_spravka;04 октября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем учителя;https://www.chainsk.tom.ru/news/admrna/740_pozdravlenie_glavy_chainskogo_rajona_s_dnem_uchitelja;04 октября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем старшего поколения;https://www.chainsk.tom.ru/news/admrna/736_pozdravlenie_glavy_chainskogo_rajona_s_dnem_starshego_pokolenija;29 сентября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Извещение о проведении общественного обсуждения;https://www.chainsk.tom.ru/news/admrna/734_izveshhenie_o_provedenii_obshhestvennogo_obsuzhdenija;22 сентября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем работников леса!;https://www.chainsk.tom.ru/news/admrna/733_pozdravlenie_glavy_chainskogo_rajona_s_dnem_rabotnikov_lesa;15 сентября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Приглашение на Выборы 2017;https://www.chainsk.tom.ru/news/admrna/730_priglashenie_na_vybory_2017;06 сентября 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление Главы Чаинского района с Днем знаний!;https://www.chainsk.tom.ru/news/admrna/728_pozdravlenie_glavy_chainskogo_rajona_s_dnem_znanij;31 августа 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем Государственного флага РФ;https://www.chainsk.tom.ru/news/admrna/716_pozdravlenie_glavy_chainskogo_rajona_s_dnem_gosudarstvennogo_flaga_rf;18 августа 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Электронные услуги росреестра;https://www.chainsk.tom.ru/news/admrna/717_elektronnye_uslugi_rosreestra;16 августа 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
В Томской области реализуется проект «Электронный гражданин»;https://www.chainsk.tom.ru/news/admrna/714_v_tomskoj_oblasti_realizuetsja_proekt_elektronnyj_grazhdanin;14 августа 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Поздравление главы Чаинского района с Днем физкультурника;https://www.chainsk.tom.ru/news/admrna/713_pozdravlenie_glavy_chainskogo_rajona_s_dnem_fizkulturnika;11 августа 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Авиационная обработка  очагов сибирского шелкопряда;https://www.chainsk.tom.ru/news/admrna/711_aviacionnaja_obrabotka_ochagov_sibirskogo_shelkoprjada;09 августа 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
Порядок осуществления, ответственность за нарушения земельного законодательства;https://www.chainsk.tom.ru/news/admrna/720_porjadok_osushhestvlenija_otvetstvennost_za_narushenija_zemelnogo_zakonodatelstva;09 августа 2017;https://www.chainsk.tom.ru/news/admrna;Администрация Чаинского района
